customerID,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn,Churn Prediction,Churn Probability,Risk Score,Risk Level,Customer Risk Score,Customer Tenure Months,Monthly Charge Value,Total Customer Value,Customer Risk Segment,Tenure Segment,Spending Segment,Customer Value Segment,Strategic Segment
3082-YVEKW,Female,0,Yes,Yes,23,Yes,Yes,DSL,Yes,No,Yes,Yes,Yes,No,Two year,Yes,Bank transfer (automatic),77.15,1759.4,0,Retained,2.89,2.89,Low,2.89,23,77.15,1759.4,Low,Developing Customer,Medium Value,Medium Value,Stable Customer
0191-EQUUH,Female,0,No,Yes,25,No,No phone service,DSL,Yes,No,No,Yes,No,No,Two year,No,Bank transfer (automatic),35.05,844.45,0,Retained,4.14,4.14,Low,4.14,25,35.05,844.45,Low,Established Customer,Low Value,Low Value,Stable Customer
7134-HBPBS,Female,1,No,No,72,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),108.1,7774.05,0,Retained,10.26,10.26,Low,10.26,72,108.1,7774.05,Low,Loyal Customer,High Value,Very High Value,Loyal Customer
3489-HHPFY,Female,0,Yes,No,2,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,84.05,134.05,0,Churn,85.57,85.57,Critical,85.57,2,84.05,134.05,Critical,New Customer,High Value,Low Value,Critical High-Value
2926-JEJJC,Female,0,No,No,8,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Bank transfer (automatic),20.2,140.95,0,Retained,7.9,7.9,Low,7.9,8,20.2,140.95,Low,Developing Customer,Low Value,Low Value,Stable Customer
8601-QACRS,Female,0,No,No,5,Yes,Yes,DSL,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,50.6,249.95,1,Churn,65.85,65.85,High,65.85,5,50.6,249.95,High,New Customer,Medium Value,Low Value,New Customer At-Risk
4950-BDEUX,Male,0,No,No,35,No,No phone service,DSL,No,No,Yes,No,Yes,Yes,Month-to-month,No,Electronic check,49.2,1701.65,0,Retained,41.52,41.52,Medium,41.52,35,49.2,1701.65,Medium,Established Customer,Medium Value,Medium Value,Watchlist Customer
5789-LDFXO,Male,0,No,No,24,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Electronic check,24.6,592.65,0,Retained,15.09,15.09,Low,15.09,24,24.6,592.65,Low,Developing Customer,Low Value,Low Value,Stable Customer
0508-OOLTO,Female,0,Yes,Yes,2,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,71.65,135.75,0,Churn,74.45,74.45,High,74.45,2,71.65,135.75,High,New Customer,Medium Value,Low Value,New Customer At-Risk
2984-TBYKU,Male,0,Yes,Yes,72,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,No,Yes,Two year,Yes,Credit card (automatic),104.9,7732.65,0,Retained,4.9,4.9,Low,4.9,72,104.9,7732.65,Low,Loyal Customer,High Value,Very High Value,Loyal Customer
9822-WMWVG,Female,0,No,No,41,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,No,Month-to-month,Yes,Electronic check,106.5,4282.4,0,Churn,53.8,53.8,High,53.8,41,106.5,4282.4,High,Established Customer,High Value,High Value,High-Value At-Risk
2391-SOORI,Male,0,No,Yes,4,Yes,No,DSL,Yes,No,No,No,No,No,Month-to-month,No,Electronic check,49.35,219.65,1,Churn,54.8,54.8,High,54.8,4,49.35,219.65,High,New Customer,Medium Value,Low Value,New Customer At-Risk
9040-KZVWO,Male,0,No,No,26,Yes,No,Fiber optic,No,Yes,No,No,No,No,One year,No,Bank transfer (automatic),75.5,2018.1,0,Retained,16.32,16.32,Low,16.32,26,75.5,2018.1,Low,Established Customer,Medium Value,Medium Value,Stable Customer
2645-QTLMB,Male,0,No,No,7,Yes,No,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,94.25,669.0,1,Churn,88.74,88.74,Critical,88.74,7,94.25,669.0,Critical,Developing Customer,High Value,Low Value,Critical High-Value
4806-HIPDW,Female,0,Yes,No,1,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,68.95,68.95,1,Churn,91.23,91.23,Critical,91.23,1,68.95,68.95,Critical,New Customer,Medium Value,Low Value,Critical At-Risk
1548-ARAGG,Female,0,Yes,Yes,4,Yes,Yes,DSL,No,Yes,No,Yes,No,No,Month-to-month,Yes,Mailed check,58.5,224.85,0,Retained,41.05,41.05,Medium,41.05,4,58.5,224.85,Medium,New Customer,Medium Value,Low Value,Watchlist Customer
6339-RZCBJ,Male,0,No,No,48,Yes,No,DSL,No,Yes,Yes,Yes,Yes,Yes,Two year,No,Credit card (automatic),78.9,3771.5,0,Retained,2.63,2.63,Low,2.63,48,78.9,3771.5,Low,Established Customer,Medium Value,High Value,Loyal Customer
4424-TKOPW,Male,1,No,No,2,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,93.85,196.75,1,Churn,96.35,96.35,Critical,96.35,2,93.85,196.75,Critical,New Customer,High Value,Low Value,Critical High-Value
4415-WNGVR,Female,1,Yes,No,12,Yes,No,DSL,Yes,No,Yes,Yes,Yes,Yes,One year,Yes,Electronic check,79.2,943.85,0,Retained,22.7,22.7,Low,22.7,12,79.2,943.85,Low,Developing Customer,Medium Value,Low Value,Stable Customer
2522-AHJXR,Male,0,Yes,No,60,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),109.45,6572.85,0,Retained,36.64,36.64,Medium,36.64,60,109.45,6572.85,Medium,Loyal Customer,High Value,Very High Value,Medium-Risk High-Value
0412-UCCNP,Male,0,No,No,55,Yes,No,DSL,Yes,No,Yes,Yes,No,No,Two year,Yes,Electronic check,59.2,3175.85,0,Retained,7.43,7.43,Low,7.43,55,59.2,3175.85,Low,Loyal Customer,Medium Value,High Value,Loyal Customer
1816-FLZDK,Male,0,No,No,1,No,No phone service,DSL,No,No,No,Yes,No,No,Month-to-month,No,Mailed check,29.15,29.15,0,Churn,53.63,53.63,High,53.63,1,29.15,29.15,High,New Customer,Low Value,Low Value,New Customer At-Risk
7096-UCLNH,Male,0,No,No,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,20.05,20.05,0,Churn,66.19,66.19,High,66.19,1,20.05,20.05,High,New Customer,Low Value,Low Value,New Customer At-Risk
8443-ZRDBZ,Male,0,No,No,4,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,76.05,318.9,1,Churn,89.55,89.55,Critical,89.55,4,76.05,318.9,Critical,New Customer,Medium Value,Low Value,Critical At-Risk
9136-ALYBR,Male,0,No,No,1,No,No phone service,DSL,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,24.45,24.45,1,Churn,79.96,79.96,Critical,79.96,1,24.45,24.45,Critical,New Customer,Low Value,Low Value,Critical At-Risk
4615-PIVVU,Female,0,No,No,42,Yes,No,DSL,No,No,Yes,Yes,No,Yes,Two year,No,Credit card (automatic),66.5,2762.75,0,Retained,15.18,15.18,Low,15.18,42,66.5,2762.75,Low,Established Customer,Medium Value,High Value,Stable Customer
8885-QSQBX,Female,0,No,No,1,Yes,No,DSL,Yes,No,No,No,No,No,Month-to-month,No,Bank transfer (automatic),49.55,49.55,0,Retained,39.62,39.62,Medium,39.62,1,49.55,49.55,Medium,New Customer,Medium Value,Low Value,Watchlist Customer
7479-NITWS,Male,0,No,No,7,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,No,Month-to-month,Yes,Credit card (automatic),89.35,631.85,1,Churn,86.3,86.3,Critical,86.3,7,89.35,631.85,Critical,Developing Customer,High Value,Low Value,Critical High-Value
8617-ENBDS,Male,0,No,No,3,Yes,No,Fiber optic,No,No,Yes,No,No,No,Month-to-month,Yes,Credit card (automatic),73.6,232.5,0,Churn,62.67,62.67,High,62.67,3,73.6,232.5,High,New Customer,Medium Value,Low Value,New Customer At-Risk
9385-NXKDA,Female,0,Yes,No,72,Yes,Yes,DSL,Yes,Yes,Yes,No,Yes,Yes,Two year,Yes,Credit card (automatic),82.65,5919.35,0,Retained,4.71,4.71,Low,4.71,72,82.65,5919.35,Low,Loyal Customer,High Value,Very High Value,Loyal Customer
0430-IHCDJ,Male,0,No,No,15,Yes,Yes,DSL,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,49.0,749.25,0,Churn,68.21,68.21,High,68.21,15,49.0,749.25,High,Developing Customer,Medium Value,Low Value,High-Risk Customer
2959-MJHIC,Male,0,Yes,No,4,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,80.35,307.4,1,Churn,87.28,87.28,Critical,87.28,4,80.35,307.4,Critical,New Customer,High Value,Low Value,Critical High-Value
6674-KVJHG,Female,0,No,No,11,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Electronic check,25.2,245.15,0,Retained,11.0,11.0,Low,11.0,11,25.2,245.15,Low,Developing Customer,Low Value,Low Value,Stable Customer
1814-DKOLC,Female,0,No,No,5,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,25.45,134.75,0,Retained,20.94,20.94,Low,20.94,5,25.45,134.75,Low,New Customer,Low Value,Low Value,Stable Customer
4201-JMNGR,Female,1,No,No,1,Yes,No,DSL,Yes,No,Yes,No,No,No,Month-to-month,Yes,Electronic check,55.8,55.8,1,Churn,77.83,77.83,Critical,77.83,1,55.8,55.8,Critical,New Customer,Medium Value,Low Value,Critical At-Risk
9351-HXDMR,Male,0,Yes,No,72,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),110.9,8240.85,0,Retained,20.91,20.91,Low,20.91,72,110.9,8240.85,Low,Loyal Customer,High Value,Very High Value,Loyal Customer
3537-HPKQT,Female,0,Yes,No,55,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Credit card (automatic),77.75,4266.4,0,Retained,44.95,44.95,Medium,44.95,55,77.75,4266.4,Medium,Loyal Customer,Medium Value,High Value,Watchlist Customer
2129-ALKBS,Female,0,Yes,Yes,40,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,26.2,1077.5,0,Retained,14.3,14.3,Low,14.3,40,26.2,1077.5,Low,Established Customer,Low Value,Medium Value,Stable Customer
5821-MMEIL,Female,0,Yes,No,57,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),19.9,1115.6,0,Retained,1.09,1.09,Low,1.09,57,19.9,1115.6,Low,Loyal Customer,Low Value,Medium Value,Loyal Customer
5960-WPXQM,Male,0,No,No,1,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,79.05,79.05,1,Churn,93.88,93.88,Critical,93.88,1,79.05,79.05,Critical,New Customer,Medium Value,Low Value,Critical At-Risk
0684-AOSIH,Male,0,Yes,No,1,Yes,No,Fiber optic,Yes,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,95.0,95.0,1,Churn,86.97,86.97,Critical,86.97,1,95.0,95.0,Critical,New Customer,High Value,Low Value,Critical High-Value
8260-NGFNY,Female,0,No,No,1,No,No phone service,DSL,No,No,No,No,No,No,Month-to-month,No,Mailed check,25.2,25.2,1,Churn,66.22,66.22,High,66.22,1,25.2,25.2,High,New Customer,Low Value,Low Value,New Customer At-Risk
1309-XGFSN,Male,1,Yes,Yes,52,Yes,Yes,DSL,No,Yes,Yes,No,Yes,Yes,One year,Yes,Electronic check,80.85,4079.55,0,Retained,24.82,24.82,Low,24.82,52,80.85,4079.55,Low,Loyal Customer,High Value,High Value,Loyal Customer
1866-RZZQS,Male,1,No,No,41,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,98.4,4187.75,1,Churn,88.81,88.81,Critical,88.81,41,98.4,4187.75,Critical,Established Customer,High Value,High Value,Critical High-Value
6968-URWQU,Male,0,Yes,No,43,Yes,No,DSL,No,No,No,No,Yes,No,One year,Yes,Mailed check,56.35,2391.15,0,Retained,28.37,28.37,Medium,28.37,43,56.35,2391.15,Medium,Established Customer,Medium Value,Medium Value,Watchlist Customer
4742-TXUEX,Female,0,Yes,Yes,47,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),19.3,890.5,0,Retained,0.93,0.93,Low,0.93,47,19.3,890.5,Low,Established Customer,Low Value,Low Value,Stable Customer
9631-XEYKE,Male,0,No,No,3,Yes,Yes,DSL,No,No,No,No,No,No,Month-to-month,No,Bank transfer (automatic),50.4,137.25,0,Churn,66.09,66.09,High,66.09,3,50.4,137.25,High,New Customer,Medium Value,Low Value,New Customer At-Risk
8631-NBHFZ,Male,1,Yes,Yes,66,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,No,Two year,No,Credit card (automatic),79.4,5154.6,1,Retained,42.99,42.99,Medium,42.99,66,79.4,5154.6,Medium,Loyal Customer,Medium Value,Very High Value,Watchlist Customer
1335-MXCSE,Male,0,Yes,Yes,55,Yes,No,DSL,No,No,Yes,Yes,No,No,Two year,Yes,Credit card (automatic),55.25,3119.9,0,Retained,6.71,6.71,Low,6.71,55,55.25,3119.9,Low,Loyal Customer,Medium Value,High Value,Loyal Customer
8873-TMKGR,Male,0,No,No,29,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,19.1,529.5,0,Retained,1.38,1.38,Low,1.38,29,19.1,529.5,Low,Established Customer,Low Value,Low Value,Stable Customer
8800-JOOCF,Female,0,No,Yes,12,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,84.05,966.55,0,Churn,67.35,67.35,High,67.35,12,84.05,966.55,High,Developing Customer,High Value,Low Value,High-Value At-Risk
1469-LBJQJ,Female,0,Yes,No,66,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,105.2,6936.85,0,Churn,68.25,68.25,High,68.25,66,105.2,6936.85,High,Loyal Customer,High Value,Very High Value,High-Value At-Risk
4958-XCBDQ,Male,1,No,No,35,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,101.4,3496.3,1,Churn,87.27,87.27,Critical,87.27,35,101.4,3496.3,Critical,Established Customer,High Value,High Value,Critical High-Value
8337-UPOAQ,Male,1,Yes,No,10,Yes,Yes,Fiber optic,No,No,Yes,No,No,Yes,Month-to-month,Yes,Electronic check,89.8,914.3,1,Churn,92.31,92.31,Critical,92.31,10,89.8,914.3,Critical,Developing Customer,High Value,Low Value,Critical High-Value
0064-YIJGF,Male,0,Yes,Yes,27,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),75.75,1929.0,0,Churn,56.17,56.17,High,56.17,27,75.75,1929.0,High,Established Customer,Medium Value,Medium Value,High-Risk Customer
2386-OWURY,Female,0,No,No,58,Yes,No,Fiber optic,No,No,No,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,95.3,5817.7,0,Churn,52.79,52.79,High,52.79,58,95.3,5817.7,High,Loyal Customer,High Value,Very High Value,High-Value At-Risk
1725-IQNIY,Male,0,Yes,No,54,Yes,No,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Bank transfer (automatic),109.75,6110.2,1,Retained,48.41,48.41,Medium,48.41,54,109.75,6110.2,Medium,Loyal Customer,High Value,Very High Value,Medium-Risk High-Value
0310-VQXAM,Male,0,No,No,9,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,19.85,178.8,0,Retained,20.48,20.48,Low,20.48,9,19.85,178.8,Low,Developing Customer,Low Value,Low Value,Stable Customer
6598-RFFVI,Male,0,No,No,2,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Credit card (automatic),19.3,28.3,1,Retained,8.21,8.21,Low,8.21,2,19.3,28.3,Low,New Customer,Low Value,Low Value,Stable Customer
3453-RTHJQ,Male,0,No,No,6,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,69.1,435.0,0,Churn,73.52,73.52,High,73.52,6,69.1,435.0,High,New Customer,Medium Value,Low Value,New Customer At-Risk
6712-OAWRH,Female,1,No,No,26,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,91.25,2351.8,1,Churn,73.28,73.28,High,73.28,26,91.25,2351.8,High,Established Customer,High Value,Medium Value,High-Value At-Risk
6278-FEPBZ,Female,0,No,No,9,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,20.25,186.15,0,Retained,22.63,22.63,Low,22.63,9,20.25,186.15,Low,Developing Customer,Low Value,Low Value,Stable Customer
4280-DLSHD,Male,0,Yes,No,8,Yes,No,DSL,No,Yes,Yes,No,No,No,Month-to-month,Yes,Mailed check,54.75,445.85,0,Retained,34.43,34.43,Medium,34.43,8,54.75,445.85,Medium,Developing Customer,Medium Value,Low Value,Watchlist Customer
1508-DFXCU,Male,0,No,No,12,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,81.45,912.0,0,Churn,77.02,77.02,Critical,77.02,12,81.45,912.0,Critical,Developing Customer,High Value,Low Value,Critical High-Value
8614-VGMMV,Female,0,No,No,15,Yes,Yes,DSL,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,49.1,679.55,1,Churn,67.83,67.83,High,67.83,15,49.1,679.55,High,Developing Customer,Medium Value,Low Value,High-Risk Customer
7868-BGSZA,Male,0,Yes,No,43,Yes,Yes,DSL,Yes,No,Yes,No,Yes,Yes,One year,Yes,Electronic check,80.2,3581.6,0,Retained,27.14,27.14,Medium,27.14,43,80.2,3581.6,Medium,Established Customer,High Value,High Value,Medium-Risk High-Value
2800-QQUSO,Male,0,No,No,42,Yes,Yes,Fiber optic,No,No,No,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,100.3,4222.95,0,Churn,77.35,77.35,Critical,77.35,42,100.3,4222.95,Critical,Established Customer,High Value,High Value,Critical High-Value
2930-UOTMB,Female,0,No,No,31,Yes,Yes,DSL,Yes,No,Yes,Yes,No,No,Month-to-month,No,Credit card (automatic),65.25,1994.3,1,Retained,16.84,16.84,Low,16.84,31,65.25,1994.3,Low,Established Customer,Medium Value,Medium Value,Stable Customer
7973-DZRKH,Female,0,No,Yes,66,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,No,No,Two year,Yes,Credit card (automatic),90.95,5930.05,0,Retained,11.04,11.04,Low,11.04,66,90.95,5930.05,Low,Loyal Customer,High Value,Very High Value,Loyal Customer
5914-DVBWJ,Female,1,No,No,18,Yes,Yes,Fiber optic,No,Yes,No,Yes,No,No,Month-to-month,Yes,Electronic check,85.45,1505.85,1,Churn,86.83,86.83,Critical,86.83,18,85.45,1505.85,Critical,Developing Customer,High Value,Medium Value,Critical High-Value
7698-YFGEZ,Male,0,No,No,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,20.0,20.0,0,Churn,67.51,67.51,High,67.51,1,20.0,20.0,High,New Customer,Low Value,Low Value,New Customer At-Risk
2533-QVMSK,Male,0,Yes,No,61,Yes,Yes,Fiber optic,No,Yes,No,Yes,Yes,No,Two year,Yes,Electronic check,94.1,5638.3,1,Retained,14.86,14.86,Low,14.86,61,94.1,5638.3,Low,Loyal Customer,High Value,Very High Value,Loyal Customer
9773-PEQBZ,Male,0,No,No,10,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,Month-to-month,No,Electronic check,79.85,797.25,0,Churn,63.82,63.82,High,63.82,10,79.85,797.25,High,Developing Customer,Medium Value,Low Value,High-Risk Customer
8644-XLFBW,Male,1,No,No,1,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,71.65,71.65,1,Churn,90.43,90.43,Critical,90.43,1,71.65,71.65,Critical,New Customer,Medium Value,Low Value,Critical At-Risk
0650-BWOZN,Female,1,No,No,18,Yes,No,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,73.55,1359.45,0,Churn,61.86,61.86,High,61.86,18,73.55,1359.45,High,Developing Customer,Medium Value,Medium Value,High-Risk Customer
8625-AZYZY,Male,0,Yes,No,24,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,104.65,2542.45,1,Churn,83.56,83.56,Critical,83.56,24,104.65,2542.45,Critical,Developing Customer,High Value,High Value,Critical High-Value
7785-RDVIG,Female,0,Yes,Yes,3,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,19.3,54.7,0,Retained,23.62,23.62,Low,23.62,3,19.3,54.7,Low,New Customer,Low Value,Low Value,Stable Customer
9602-WCXPI,Male,0,No,No,50,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Credit card (automatic),20.15,989.05,0,Retained,0.92,0.92,Low,0.92,50,20.15,989.05,Low,Loyal Customer,Low Value,Low Value,Loyal Customer
2903-YYTBW,Male,0,Yes,Yes,1,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,No,Electronic check,44.55,44.55,0,Churn,62.89,62.89,High,62.89,1,44.55,44.55,High,New Customer,Medium Value,Low Value,New Customer At-Risk
3620-MWJNE,Male,0,No,No,2,Yes,No,DSL,Yes,No,No,Yes,No,No,Month-to-month,Yes,Mailed check,54.45,87.3,0,Retained,45.64,45.64,Medium,45.64,2,54.45,87.3,Medium,New Customer,Medium Value,Low Value,Watchlist Customer
8573-JGCZW,Male,0,No,No,17,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Bank transfer (automatic),19.65,351.55,0,Retained,5.23,5.23,Low,5.23,17,19.65,351.55,Low,Developing Customer,Low Value,Low Value,Stable Customer
6837-HAEVO,Male,0,Yes,Yes,69,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Two year,Yes,Electronic check,105.0,7297.75,0,Retained,37.17,37.17,Medium,37.17,69,105.0,7297.75,Medium,Loyal Customer,High Value,Very High Value,Medium-Risk High-Value
6701-YVNQG,Male,0,Yes,No,72,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),88.7,6301.7,0,Retained,0.09,0.09,Low,0.09,72,88.7,6301.7,Low,Loyal Customer,High Value,Very High Value,Loyal Customer
9306-CPCBC,Female,0,No,No,3,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,74.25,210.3,1,Churn,89.38,89.38,Critical,89.38,3,74.25,210.3,Critical,New Customer,Medium Value,Low Value,Critical At-Risk
